Tissue,BroadID,Release,PMID,Organism,Platform,PlatformDescription,PlatformAccesionID,DataAccessionID,SigID,SigName,SigDescription,Comment,Keywords,URL,FileAssociated,GenesBroad,GenesArticle,Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12,Column13,Column14,Column15,Column16,Column17,Column18,Column19,Column20,Column21,Column22,Column23,Column24,Column25,Column26,Column27,,
Mycobacterium,,R5,16384534,Human,Custom cDNA Array,17K cDNA microarrays,,,16384534-Figure5b,Arico05_38genes_Mycobacterium,"Figure 5b Supervised hierarchical clustering of genes upregulated by HIV Virus-like particles (VLPs) in monocyte-derived dendritic cells (MDDCs). 3,119 genes included in this analysis were filtered upon the criteria of showing less than 20% missing data and a minimum of 3-fold modulation in expression. The expanded section shows nodes including genes upregulated by HIV-VLPs. Individual genes are indicated on the right.",,,,16384534-Figure5b.txt,,38,Gene Symbol,Gene Description,Gene Description,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,,
Mycobacterium,,R5,16384534,Human,Custom cDNA Array,17K cDNA microarrays,,,16384534-Figure6,Arico05_51genes_Mycobacterium,Figure 6 Supervised hierarchical clustering of genes upregulated by HIV Virus-like particles (VLPs) and Lipopolysaccharide (LPS) in monocyte-derived dendritic cells (MDDCs),,,,16384534-Figure6.txt,,51,Gene Symbol,Gene Description,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,,,
Mycobacterium,,R5,16384534,Human,Custom cDNA Array,17K cDNA microarrays,,,16384534-Figure7,Arico05_38genes_Mycobacterium,Figure 7 Supervised hierarchical clustering of genes downregulated by HIV Virus-like particles (VLPs) and Lipopolysaccharide (LPS) in monocyte-derived dendritic cells (MDDCs),,,,16384534-Figure7.txt,,48,Gene Symbol,Gene Description,Gene Description,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,,,
Breast,,R1,16391795,Human,Custom cDNA Array,cDNA glass-microarrays,,,16391795-Table4,Balogh06_23genes_known_Breast,Table IV. Genes differentially expressed in the stroma of the breast of nulliparous and parous women. (Known genes),,,http://www.spandidos-publications.com/journalweb/serveFile/ijo_28_2_399_PDF.pdf;jsessionid=F4CC79F5720006514F0BE695E409B561?article_id=ijo_28_2_399&item=PDF&whoDownload=155.52.120.36,16391795-Table4.txt,,23,GenBank ID,Gene Description,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,
Breast,,R1,16391795,Human,Custom cDNA Array,cDNA glass-microarrays,,,16391795-Table3,Balogh06_90genes_Breast,Table 3 Genes differentially expressed in the lobules type 1 of the parous and nulliparous women.,,,http://www.spandidos-publications.com/journalweb/serveFile/ijo_28_2_399_PDF.pdf;jsessionid=F4CC79F5720006514F0BE695E409B561?article_id=ijo_28_2_399&item=PDF&whoDownload=155.52.120.36,16391795-Table3.txt,,90,GenBank ID,Gene Description,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,
Brain,,R4,16397228,Human,affy_U133A,hybridized to U133A oligonucleotide microarray (GeneChip Human Genome U133A  Affymetrix  Santa Clara  CA),,,16397228-Table1,Tso06_15genes_Brain,Table 1. Shared GAGs expressed at higher levels in both primary and secondary glioblastomas compared with astrocytomas,NOTE: Analysis was based on a cutoff of a 2.5-fold increase in relative expression (P < 0.05) in glioblastomas compared with astrocytomas.,,,16397228-Table1.txt,,15,Gene Description,Gene Symbol,GenBank ID,Chromosome Map,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,
Brain,,R4,16397228,Human,affy_U133A,hybridized to U133A oligonucleotide microarray (GeneChip Human Genome U133A  Affymetrix  Santa Clara  CA),,,16397228-Table2,Tso06_21genes_Brain,Table 2. Distinct GAGs expressed at higher levels in secondary glioblastomas compared with astrocytomas,NOTE: Analysis was based on a cutoff of a 2.5-fold increase in relative expression (P < 0.05) in secondary glioblastomas compared with astrocytomas.,,,16397228-Table2.txt,,21,Gene Description,Gene Symbol,GenBank ID,Chromosome Map,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,
Brain,,R4,16397228,Human,affy_U133A,hybridized to U133A oligonucleotide microarray (GeneChip Human Genome U133A  Affymetrix  Santa Clara  CA),,,16397228-Table3,Tso06_58genes_Brain,Table 3. Distinct GAGs expressed at higher levels in primary glioblastomas compared with astrocytomas,NOTE: Analysis was based on a cutoff of a 2.5-fold increase in relative expression (P < 0.05) in primary glioblastomas compared with astrocytomas.,,,16397228-Table3.txt,,58,Gene Description,Gene Symbol,GenBank ID,Chromosome Map,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,
Liver,,R4,16397233,Mouse,Affy mg u74av2,hybridization on Affymetrix murine U74Av2 arrays ,,,16397233-Table1,Ryschich06_100genes_UpRegulated_Liver,Table 1. Genes up-regulated in tumor-derived endothelial cells,NOTE: List of 100 from 156 genes found to be a) enriched in LTEC compared with whole liver tumors and b) up-regulated compared with LSEC (adjusted P value z0.05).,,,16397233-Table1.txt,,100,GenBank ID,Gene Description,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Other Gene Description,,,,,,,,,,,,,,,,,,,,,,,
Liver,,R4,16397233,Mouse,Affy mg u74av2,hybridization on Affymetrix murine U74Av2 arrays ,,,16397233-Table2,Ryschich06_100genes_DownRegulated_Liver,Table 2. Genes down-regulated in tumor-derived endothelial cells,NOTE: List of 100 genes from 142 genes found to be enriched in LTECs compared with whole liver tumors and down-regulated compared with LSECs (adjusted P ? 0.05).,,,16397233-Table2.txt,,100,GenBank ID,Gene Description,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Other Gene Description,,,,,,,,,,,,,,,,,,,,,,,
Colon,,R4,16397240,Human,Custom cDNA Array,National Cancer Institute oligonucleotide arrays (22 231 features),,,16397240-Table1a,Grade06_12genes_StringentGenes_Colon,Table 1a. Expression and P values for most stringently selected genes,,,,16397240-Table1a.txt,,12,UniGene ID,Gene Symbol,Gene Description,Chromosome Map,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,
Colon,,R4,16397240,Human,Custom cDNA Array,National Cancer Institute oligonucleotide arrays (22 231 features),,,16397240-Table1d,Grade06_12genes_WntSignaling_Colon,Table 1d. Expression and P values for most genes affected by Wnt signaling in human colorectal cancer,,,,16397240-Table1d.txt,,12,UniGene ID,Gene Symbol,Gene Description,Chromosome Map,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,
Colon,,R4,16397240,Human,Custom cDNA Array,National Cancer Institute oligonucleotide arrays (22 231 features),,,16397240-Table1b,Grade06_19genes_Colon,Table 1b. Expression and P values for additional genes from ingenuity pathway analysis networks in Fig. 1,,,,16397240-Table1b.txt,,19,UniGene ID,Gene Symbol,Gene Description,Chromosome Map,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,
Colon,,R4,16397240,Human,Custom cDNA Array,National Cancer Institute oligonucleotide arrays (22 231 features),,,16397240-Table1c,Grade06_20genes_Colon,Table 1c. Expression and P values for most Wnt/B-catenin pathway genes,,,,16397240-Table1c.txt,,20,UniGene ID,Gene Symbol,Gene Description,Chromosome Map,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,
Colon,,R4,16397240,Human,Custom cDNA Array,National Cancer Institute oligonucleotide arrays (22 231 features),,,16397240-SuppTable3,Grade06_351genes_Colon,Supplementary Table 3.  Expression fold-change and mapping position for those genes found to be differentially expressed between the 17 tumors and 20 mucosa with a p<1e-7.,,,http://cancerres.aacrjournals.org.ezp-prod1.hul.harvard.edu/content/66/1/267/suppl/DC1,16397240-SuppTable3.txt,,351,UniGene ID,Gene Symbol,Gene Description,Chromosome Map,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Colon,,R4,16397240,Human,Custom cDNA Array,National Cancer Institute oligonucleotide arrays (22 231 features),,,16397240-Table1e,Grade06_58genes_Colon,Table 1e. Expression and P values for most genes reported to be affected in human colorectal cancer,,,,16397240-Table1e.txt,,58,UniGene ID,Gene Symbol,Gene Description,Chromosome Map,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,
Colon,,R4,16397240,Human,Custom cDNA Array,National Cancer Institute oligonucleotide arrays (22 231 features),,,16397240-SuppTable9,Grade06_621genes_Colon,Supplementary Table 9.  Expression fold-change and mapping position for those genes found to be differentially expressed between the 10 Mucosa0 and 10 Mucosa1 with a p<1e-7.,,,http://cancerres.aacrjournals.org.ezp-prod1.hul.harvard.edu/content/66/1/267/suppl/DC1,16397240-SuppTable9.txt,,621,UniGene ID,Gene Symbol,Gene Description,Chromosome Map,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Colon,,R4,16397240,Human,Custom cDNA Array,National Cancer Institute oligonucleotide arrays (22 231 features),,,16397240-SuppTable4,Grade06_77genes_Colon,Supplementary Table 4.  Expression fold-change and mapping position for those genes found to have a greater than 5-fold change in expression between the 17 tumors and 20 mucosa.,,,http://cancerres.aacrjournals.org.ezp-prod1.hul.harvard.edu/content/66/1/267/suppl/DC1,16397240-SuppTable4.txt,,77,UniGene ID,Gene Symbol,Gene Description,Chromosome Map,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Colon,,R4,16397240,Human,Custom cDNA Array,National Cancer Institute oligonucleotide arrays (22 231 features),,,16397240-SuppTable5,Grade06_85genes_Colon,Supplementary Table 5.  Those genes with a change in expression greater than two-fold in each of the 12 tumors relative to their patient-matched normal mucosa biopsy.,,,http://cancerres.aacrjournals.org.ezp-prod1.hul.harvard.edu/content/66/1/267/suppl/DC1,16397240-SuppTable5.txt,,85,UniGene ID,Gene Symbol,Gene Description,Chromosome Map,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Testicular,,R4,16397242,Human,affy_U133Plus2,genome-wide Affymetrix U133 plus 2.0 array,,,16397242-Table1,Looijenga06_102genes_Testicular,Table 1. Overview of the top 50 discriminatory genes between seminoma/dysgerminoma and spermatocytic seminoma,,,,16397242-Table1.txt,,102,Gene Symbol,Other Gene Description,Probe ID,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,,
Lymphoma,,R5,16403914,Human,Custom cDNA Array,,,,16403914-TableS1,Nebozhyn06_172genes_Lymphoma,Table S1. The experimental data for the samples used in this study along with the values of the LDA and SVM classification scores,The first column contain sample names for 172 samples in the following order: First are 125 samples used for fitting and validating LDA and SVM-based discriminant models. Then come 30 samples used for gene selection. They are followed by 17 PBMC samples from additional independent test set consisting of 12 Mycosis Fungoides  2 Recovered Sezary Syndrome patients  and 3 Atopic Dermatitis. Columns 2 through 7 contain individual measurements for each of 5 discriminant genes along with MBD4 housekeeping gene used as internal control. Columns 8 to 12 contain gene expression levels normalized by the housekeeping gene. Columns 13 to 17 contain the same values as in previous set of columns but natural log transformed. The last 4 columns contain mean classification scores by LDA and SVM classifiers along with corresponding standard deviations.,,http://bloodjournal.hematologylibrary.org.ezp-prod1.hul.harvard.edu/cgi/content/full/2005-07-2813/DC1,16403914-TableS1.txt,,172,Other Gene Description,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,
Ovarian,,R1,16404635,Human,Custom cDNA Array,cDNA microarrays,,,16404635-Table2,Cheng06_21genes_DDPresistantup_Ovarian,Table 2  Genes whose expression is upregulated in at least four of six DDP-resistant cell pairs ,,,http://www.springerlink.com.ezp-prod1.hul.harvard.edu/content/p54808t65817vv82/fulltext.html,16404635-Table2.txt,,21,Other Gene Description,Other Gene Description,Gene Symbol,Gene Description,EntrezGene ID,,,,,,,,,,,,,,,,,,,,,,,,
Ovarian,,R1,16404635,Human,Custom cDNA Array,cDNA microarrays,,,16404635-Table3,Cheng06_5genes_DDPresistantdown_Ovarian,Table 3  Genes whose expression is downregulated in at least four of six DDP-resistant cell pairs,,,http://www.springerlink.com.ezp-prod1.hul.harvard.edu/content/p54808t65817vv82/fulltext.html,16404635-Table3.txt,,5,Other Gene Description,Other Gene Description,Gene Symbol,Gene Description,EntrezGene ID,,,,,,,,,,,,,,,,,,,,,,,,
Thyroid,,R2,16407496,Human,affy_HG-U95Av2,U95Av2 GeneChips,,,16407496-Table1,Eszlinger06_20genes_AFTNclassifier_Thyroid,TABLE 1. The 20 genes of the AFTN classifier identified by SVM analysis,,,,16407496-Table1.txt,,20,Probe ID,Gene Description,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,
Thyroid,,R2,16407496,Human,affy_HG-U95Av2,U95Av2 GeneChips,,,16407496-Table2,Eszlinger06_20genes_CTN classifier_Thyroid,TABLE 2. The 20 genes of the CTN classifier identified by SVM analysis,,,,16407496-Table2.txt,,20,Probe ID,Gene Description,Gene Symbol,,,,,,,,,,,,,,,,,,,,,,,,,,
Lung,,R4,16407838,Human,affy_U133Plus2,GeneChip Human genome U133A plus 2.0 arrays (Affymetrix  Santa Clara  CA  USA)  containing probes for 14 500 characterized genes,,,16407838-Table1,Semba06_22genes_Lung,Table 1. Genes differentially expressed in H1299 cells infected with Ad-FHIT-wt compared with Ad-FHIT-Y114F: SAM paired data comparison,,,,16407838-Table1.txt,,22,GenBank ID,Gene Description,Gene Symbol,Geneset Specific Statistics,Other Gene Description,Geneset Specific Factor,,,,,,,,,,,,,,,,,,,,,,,
Viral,,R2,16410819,Human,multiple platforms,Affymetrix Human Genome U133 Plus 2.0. Array and Mouse Genome 430 2.0 Array ,,,16410819-Table1,Stoff-Khalili06_15genes_Common_Viral,Table 1 Descriptive microarray results of apoptosis genes common to human and mouse liver tissue slices that were upregulated after infection with Adnull or AdDelta24,Only genes with >2-fold change were considered to be modulated. NC means no change.,,,16410819-Table1.txt,,15,GenBank ID,Other Gene Description,Gene Description,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,
Viral,,R2,16410819,Mouse,multiple platforms,Affymetrix Human Genome U133 Plus 2.0. Array and Mouse Genome 430 2.0 Array ,,,16410819-Table4,Stoff-Khalili06_15genes_Unique_Viral,Table 4 Descriptive microarray results of apoptosis genes unique to mouse liver tissue slices that were up- or downregulated after infection with Adnull or AdDelta24,Note both mouse and human,,,16410819-Table4.txt,,15,GenBank ID,Gene Description,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
Viral,,R2,16410819,Human,multiple platforms,Affymetrix Human Genome U133 Plus 2.0. Array and Mouse Genome 430 2.0 Array ,,,16410819-Table3,Stoff-Khalili06_19genes_Viral,Table 3 Descriptive microarray results of apoptosis genes unique to human liver tissue slices that were up- or downregulated after infection with Adnull or AdDelta24,Only genes with >2-fold change were considered to be modulated. NC means no change.,,,16410819-Table3.txt,,19,GenBank ID,Gene Description,Gene Symbol,Geneset Specific Statistics,Geneset Specific Statistics,,,,,,,,,,,,,,,,,,,,,,,,
